PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
38079302,Phytocompounds from Phyllanthus acidus (L.) Skeels in the management of Monkeypox Virus infections,"Datta S, Sarkar I, Goswami N, Mahanta S, Borah P, Sen A.",J Biomol Struct Dyn. 2023 Dec 11:1-18. doi: 10.1080/07391102.2023.2291166. Online ahead of print.,Datta S,J Biomol Struct Dyn,2023,2023/12/11,,,10.1080/07391102.2023.2291166
36345011,Custom gene expression panel for evaluation of potential molecular markers in hepatocellular carcinoma,"Pallerla SR, Hoan NX, Rachakonda S, Meyer CG, Van Tong H, Toan NL, Linh LTK, Giang DP, Kremsner PG, Bang MH, Song LH, Velavan TP.",BMC Med Genomics. 2022 Nov 7;15(1):235. doi: 10.1186/s12920-022-01386-7.,Pallerla SR,BMC Med Genomics,2022,2022/11/07,PMC9641913,,10.1186/s12920-022-01386-7
37492107,150 risk variants for diverticular disease of intestine prioritize cell types and enable polygenic prediction of disease susceptibility,"Wu Y, Goleva SB, Breidenbach LB, Kim M, MacGregor S, Gandal MJ, Davis LK, Wray NR.",Cell Genom. 2023 Jun 5;3(7):100326. doi: 10.1016/j.xgen.2023.100326. eCollection 2023 Jul 12.,Wu Y,Cell Genom,2023,2023/07/26,PMC10363821,,10.1016/j.xgen.2023.100326
37556545,DeepAIR: A deep learning framework for effective integration of sequence and 3D structure to enable adaptive immune receptor analysis,"Zhao Y, He B, Xu F, Li C, Xu Z, Su X, He H, Huang Y, Rossjohn J, Song J, Yao J.",Sci Adv. 2023 Aug 9;9(32):eabo5128. doi: 10.1126/sciadv.abo5128. Epub 2023 Aug 9.,Zhao Y,Sci Adv,2023,2023/08/09,PMC10411891,,10.1126/sciadv.abo5128
36540414,Andrographolide-based potential anti-inflammatory transcription inhibitors against nuclear factor NF-kappa-B p50 subunit (NF-κB p50): an integrated molecular and quantum mechanical approach,"Jain P, Sudandiradoss C.",3 Biotech. 2023 Jan;13(1):15. doi: 10.1007/s13205-022-03431-9. Epub 2022 Dec 17.,Jain P,3 Biotech,2023,2022/12/21,PMC9759609,,10.1007/s13205-022-03431-9
27342524,[Prediction and Identification of HLA-A*0201 Restricted CTL Epitopes from Eps8],"Du JW, Wang YX, Zhou WJ, Jiang CJ, Xie XL, Zhang HH, He YJ, Li YH.",Zhongguo Shi Yan Xue Ye Xue Za Zhi. 2016 Jun;24(3):865-72. doi: 10.7534/j.issn.1009-2137.2016.03.042.,Du JW,Zhongguo Shi Yan Xue Ye Xue Za Zhi,2016,2016/06/26,,,10.7534/j.issn.1009-2137.2016.03.042
33050866,In Silico Docking of Anti Cancerous Drugs with β-Cyclodextrin polymer as a Prominent Approach to Improve the Bioavailability,"Jain AK, Mishra K, Thareja S.",Anticancer Agents Med Chem. 2021;21(10):1275-1283. doi: 10.2174/1871520620666201013145725.,Jain AK,Anticancer Agents Med Chem,2021,2020/10/14,,,10.2174/1871520620666201013145725
25205292,Exploring the free-energy landscape of carbohydrate-protein complexes: development and validation of scoring functions considering the binding-site topology,"Eid S, Saleh N, Zalewski A, Vedani A.",J Comput Aided Mol Des. 2014 Dec;28(12):1191-204. doi: 10.1007/s10822-014-9794-3. Epub 2014 Sep 10.,Eid S,J Comput Aided Mol Des,2014,2014/09/11,,,10.1007/s10822-014-9794-3
27411831,GP0.4 from bacteriophage T7: in silico characterisation of its structure and interaction with E. coli FtsZ,"Simpkin AJ, Rigden DJ.",BMC Res Notes. 2016 Jul 13;9:343. doi: 10.1186/s13104-016-2149-5.,Simpkin AJ,BMC Res Notes,2016,2016/07/15,PMC4944311,,10.1186/s13104-016-2149-5
27402703,"Pan-Specific Prediction of Peptide-MHC Class I Complex Stability, a Correlate of T Cell Immunogenicity","Rasmussen M, Fenoy E, Harndahl M, Kristensen AB, Nielsen IK, Nielsen M, Buus S.",J Immunol. 2016 Aug 15;197(4):1517-24. doi: 10.4049/jimmunol.1600582. Epub 2016 Jul 8.,Rasmussen M,J Immunol,2016,2016/07/13,PMC4976001,NIHMS795006,10.4049/jimmunol.1600582
33053878,Comparing Fragment Binding Poses Prediction Using HSP90 as a Key Study: When Bound Water Makes the Difference,"Bolcato G, Bissaro M, Sturlese M, Moro S.",Molecules. 2020 Oct 12;25(20):4651. doi: 10.3390/molecules25204651.,Bolcato G,Molecules,2020,2020/10/15,PMC7587341,,10.3390/molecules25204651
32551184,DeeperBind: Enhancing Prediction of Sequence Specificities of DNA Binding Proteins,"Hassanzadeh HR, Wang MD.",Proceedings (IEEE Int Conf Bioinformatics Biomed). 2016 Dec;2016:178-183. doi: 10.1109/bibm.2016.7822515. Epub 2017 Jan 19.,Hassanzadeh HR,Proceedings (IEEE Int Conf Bioinformatics Biomed),2016,2020/06/20,PMC7302108,NIHMS1595286,10.1109/bibm.2016.7822515
37304601,Asiatic acid in Centella asiatica extract towards morphological development in an intermittent hypoxia intrauterine embryo model and molecular prediction pathway of insulin-like growth factor-1 receptor signalling,"Ariani A, Ghofar IF, Khotimah H, Nurdiana N, Rahayu M.",Open Vet J. 2023 May;13(5):629-637. doi: 10.5455/OVJ.2023.v13.i5.16. Epub 2023 May 17.,Ariani A,Open Vet J,2023,2023/06/12,PMC10257456,,10.5455/OVJ.2023.v13.i5.16
36007760,Insight into the first multi-epitope-based peptide subunit vaccine against avian influenza A virus (H5N6): An immunoinformatics approach,"Mia MM, Hasan M, Ahmed S, Rahman MN.",Infect Genet Evol. 2022 Oct;104:105355. doi: 10.1016/j.meegid.2022.105355. Epub 2022 Aug 22.,Mia MM,Infect Genet Evol,2022,2022/08/25,PMC9394107,,10.1016/j.meegid.2022.105355
33225862,Molecular docking studies of phytocompounds of Rheum emodi Wall with proteins responsible for antibiotic resistance in bacterial and fungal pathogens: in silico approach to enhance the bio-availability of antibiotics,"Rolta R, Salaria D, Kumar V, Patel CN, Sourirajan A, Baumler DJ, Dev K.",J Biomol Struct Dyn. 2022 May;40(8):3789-3803. doi: 10.1080/07391102.2020.1850364. Epub 2020 Nov 23.,Rolta R,J Biomol Struct Dyn,2022,2020/11/23,,,10.1080/07391102.2020.1850364
33069831,A second shell residue modulates a conserved ATP-binding site with radically different affinities for ATP,"Krah A, van der Hoeven B, Mestrom L, Tonin F, Knobel KCC, Bond PJ, McMillan DGG.",Biochim Biophys Acta Gen Subj. 2021 Jan;1865(1):129766. doi: 10.1016/j.bbagen.2020.129766. Epub 2020 Oct 15.,Krah A,Biochim Biophys Acta Gen Subj,2021,2020/10/18,,,10.1016/j.bbagen.2020.129766
32865404,Three-Dimensional Convolutional Neural Networks and a Cross-Docked Data Set for Structure-Based Drug Design,"Francoeur PG, Masuda T, Sunseri J, Jia A, Iovanisci RB, Snyder I, Koes DR.",J Chem Inf Model. 2020 Sep 28;60(9):4200-4215. doi: 10.1021/acs.jcim.0c00411. Epub 2020 Sep 10.,Francoeur PG,J Chem Inf Model,2020,2020/09/01,PMC8902699,NIHMS1784597,10.1021/acs.jcim.0c00411
36723117,A transcriptome based approach to predict candidate drug targets and drugs for Parkinson's disease using an in vitro 6-OHDA model,"Yiğit EN, Sönmez E, Yüksel İ, Aksan Kurnaz I, Çakır T.",Mol Omics. 2023 Mar 27;19(3):218-228. doi: 10.1039/d2mo00267a.,Yiğit EN,Mol Omics,2023,2023/02/01,,,10.1039/d2mo00267a
31230062,The Effects of Plumbagin on Pancreatic Cancer: A Mechanistic Network Pharmacology Approach,"Pan Q, Zhou R, Su M, Li R.",Med Sci Monit. 2019 Jun 23;25:4648-4654. doi: 10.12659/MSM.917240.,Pan Q,Med Sci Monit,2019,2019/06/24,PMC6604675,,10.12659/MSM.917240
30573976,Drug-target-disease network analysis of gene-phenotype connectivity for genistein in ovarian cancer,"Zhang C, Yang F, Ni S, Teng W, Ning Y.",Onco Targets Ther. 2018 Dec 10;11:8901-8908. doi: 10.2147/OTT.S183302. eCollection 2018.,Zhang C,Onco Targets Ther,2018,2018/12/22,PMC6292408,,10.2147/OTT.S183302
37572302,Protein-ligand binding affinity prediction exploiting sequence constituent homology,"Abdel-Rehim A, Orhobor O, Hang L, Ni H, King RD.",Bioinformatics. 2023 Aug 1;39(8):btad502. doi: 10.1093/bioinformatics/btad502.,Abdel-Rehim A,Bioinformatics,2023,2023/08/12,PMC10463547,,10.1093/bioinformatics/btad502
35423963,Single point mutations can potentially enhance infectivity of SARS-CoV-2 revealed by in silico affinity maturation and SPR assay,"Xue T, Wu W, Guo N, Wu C, Huang J, Lai L, Liu H, Li Y, Wang T, Wang Y.",RSC Adv. 2021 May 10;11(24):14737-14745. doi: 10.1039/d1ra00426c. eCollection 2021 Apr 15.,Xue T,RSC Adv,2021,2022/04/15,PMC8697837,,10.1039/d1ra00426c
29190087,Task-Specific Scoring Functions for Predicting Ligand Binding Poses and Affinity and for Screening Enrichment,"Ashtawy HM, Mahapatra NR.",J Chem Inf Model. 2018 Jan 22;58(1):119-133. doi: 10.1021/acs.jcim.7b00309. Epub 2017 Dec 20.,Ashtawy HM,J Chem Inf Model,2018,2017/12/01,,,10.1021/acs.jcim.7b00309
24413750,Towards automated binding affinity prediction using an iterative linear interaction energy approach,"Vosmeer CR, Pool R, Van Stee MF, Peric-Hassler L, Vermeulen NP, Geerke DP.",Int J Mol Sci. 2014 Jan 9;15(1):798-816. doi: 10.3390/ijms15010798.,Vosmeer CR,Int J Mol Sci,2014,2014/01/14,PMC3907839,,10.3390/ijms15010798
28149041,Structural basis for the in vitro known acyl-depsipeptide 2 (ADEP2) inhibition to Clp 2 protease from Mycobacterium tuberculosis,"Khandekar N, Singh S, Shukla R, Tirumalaraju S, Bandaru S, Banerjee T, Nayarisseri A.",Bioinformation. 2016 Jun 21;12(3):92-97. doi: 10.6026/97320630012092. eCollection 2016.,Khandekar N,Bioinformation,2016,2017/02/03,PMC5267950,,10.6026/97320630012092
30717666,Inverse similarity and reliable negative samples for drug side-effect prediction,"Zheng Y, Peng H, Ghosh S, Lan C, Li J.",BMC Bioinformatics. 2019 Feb 4;19(Suppl 13):554. doi: 10.1186/s12859-018-2563-x.,Zheng Y,BMC Bioinformatics,2019,2019/02/06,PMC7402513,,10.1186/s12859-018-2563-x
37833844,Latent space search based multimodal optimization with personalized edge-network biomarker for multi-purpose early disease prediction,"Liang J, Li ZW, Sun ZN, Bi Y, Cheng H, Zeng T, Guo WF.",Brief Bioinform. 2023 Sep 22;24(6):bbad364. doi: 10.1093/bib/bbad364.,Liang J,Brief Bioinform,2023,2023/10/14,,,10.1093/bib/bbad364
36897682,Malignant hyperthermia in Poland: A survey study,"Cieniewicz A, Trzebicki J.",Medicine (Baltimore). 2023 Mar 10;102(10):e33238. doi: 10.1097/MD.0000000000033238.,Cieniewicz A,Medicine (Baltimore),2023,2023/03/10,PMC9997818,,10.1097/MD.0000000000033238
28690378,"Molecular docking analysis of nitisinone with homogentisate 1,2 dioxygenase",Zolfaghari N.,Bioinformation. 2017 May 31;13(5):136-139. doi: 10.6026/97320630013136. eCollection 2017.,Zolfaghari N,Bioinformation,2017,2017/07/11,PMC5498778,,10.6026/97320630013136
28976134,Tumor protein 53 mutations mapping to its tertiary structure with in-silico prediction of neoepitopic vaccine candidates in bone tumors,"Tipu HN, Arshad AR.",J Exp Ther Oncol. 2017 Sep;11(2):117-124.,Tipu HN,J Exp Ther Oncol,2017,2017/10/05,,,
26757914,Improving the iterative Linear Interaction Energy approach using automated recognition of configurational transitions,"Vosmeer CR, Kooi DP, Capoferri L, Terpstra MM, Vermeulen NP, Geerke DP.",J Mol Model. 2016 Jan;22(1):31. doi: 10.1007/s00894-015-2883-y. Epub 2016 Jan 12.,Vosmeer CR,J Mol Model,2016,2016/01/14,PMC4710667,,10.1007/s00894-015-2883-y
34541426,Structure-based virtual screening and molecular dynamics simulation studies to discover new SARS-CoV-2 main protease inhibitors,"Ibezim A, Onuku RS, Ibezim A, Ntie-Kang F, Nwodo NJ, Adikwu MU.",Sci Afr. 2021 Nov;14:e00970. doi: 10.1016/j.sciaf.2021.e00970. Epub 2021 Sep 14.,Ibezim A,Sci Afr,2021,2021/09/20,PMC8438860,,10.1016/j.sciaf.2021.e00970
34555547,"Systematic analysis of chemical-protein interactions from zebrafish embryo by proteome-wide thermal shift assay, bridging the gap between molecular interactions and toxicity pathways","Lizano-Fallas V, Carrasco Del Amor A, Cristobal S.",J Proteomics. 2021 Oct 30;249:104382. doi: 10.1016/j.jprot.2021.104382. Epub 2021 Sep 21.,Lizano-Fallas V,J Proteomics,2021,2021/09/23,,,10.1016/j.jprot.2021.104382
26587786,In silico prediction of ebolavirus RNA polymerase inhibition by specific combinations of approved nucleotide analogues,"van Hemert FJ, Zaaijer HL, Berkhout B.",J Clin Virol. 2015 Dec;73:89-94. doi: 10.1016/j.jcv.2015.10.020. Epub 2015 Nov 5.,van Hemert FJ,J Clin Virol,2015,2015/11/21,,,10.1016/j.jcv.2015.10.020
31554914,Network-based method for drug target discovery at the isoform level,"Ma J, Wang J, Ghoraie LS, Men X, Liu L, Dai P.",Sci Rep. 2019 Sep 25;9(1):13868. doi: 10.1038/s41598-019-50224-x.,Ma J,Sci Rep,2019,2019/09/27,PMC6761107,,10.1038/s41598-019-50224-x
36857719,Theoretical prediction of nanomolar and sequence-selective binding of synthetic supramolecular cucurbit[7]uril to N-terminal Leu-containing tripeptides,"Zhao Y, Li F, Ma F, Zhi J, Wu G, Zheng X.",Phys Chem Chem Phys. 2023 Mar 15;25(11):7893-7900. doi: 10.1039/d2cp03818h.,Zhao Y,Phys Chem Chem Phys,2023,2023/03/01,,,10.1039/d2cp03818h
33200089,A multiple peptides vaccine against COVID-19 designed from the nucleocapsid phosphoprotein (N) and Spike Glycoprotein (S) via the immunoinformatics approach,"Abd Albagi SO, Al-Nour MY, Elhag M, Tageldein Idris Abdelihalim A, Musa Haroun E, Adam Essa ME, Abubaker M, Deka H, Ghosh A, Hassan MA.",Inform Med Unlocked. 2020;21:100476. doi: 10.1016/j.imu.2020.100476. Epub 2020 Nov 10.,Abd Albagi SO,Inform Med Unlocked,2020,2020/11/17,PMC7654333,,10.1016/j.imu.2020.100476
34075339,Computational prediction of nimbanal as potential antagonist of respiratory syndrome coronavirus,"Adegbola AE, Fadahunsi OS, Alausa A, Abijo AZ, Balogun TA, Aderibigbe TS, Semire B, Adegbola PI.",Inform Med Unlocked. 2021;24:100617. doi: 10.1016/j.imu.2021.100617. Epub 2021 May 28.,Adegbola AE,Inform Med Unlocked,2021,2021/06/02,PMC8161736,,10.1016/j.imu.2021.100617
36965551,Is BF.7 more infectious than other Omicron subtypes: Insights from structural and simulation studies of BF.7 spike RBD variant,"Singh JK, Anand S, Srivastava SK.",Int J Biol Macromol. 2023 May 31;238:124154. doi: 10.1016/j.ijbiomac.2023.124154. Epub 2023 Mar 24.,Singh JK,Int J Biol Macromol,2023,2023/03/25,PMC10036297,,10.1016/j.ijbiomac.2023.124154
35111147,Influence of T Cell-Mediated Immune Surveillance on Somatic Mutation Occurrences in Melanoma,"Jiang C, Schaafsma E, Hong W, Zhao Y, Zhu K, Chao CC, Cheng C.",Front Immunol. 2022 Jan 17;12:703821. doi: 10.3389/fimmu.2021.703821. eCollection 2021.,Jiang C,Front Immunol,2022,2022/02/03,PMC8801458,,10.3389/fimmu.2021.703821
28957725,In silico 3-D structure prediction and molecular docking studies of inosine monophosphate dehydrogenase from Plasmodium falciparum,"Raza M, Khan Z, Ahmad A, Raza S, Khan A, Mohammadzai IU, Zada S.",Comput Biol Chem. 2017 Dec;71:10-19. doi: 10.1016/j.compbiolchem.2017.09.002. Epub 2017 Sep 15.,Raza M,Comput Biol Chem,2017,2017/09/29,,,10.1016/j.compbiolchem.2017.09.002
30542244,Epitope-Based Peptide Vaccine Against Fructose-Bisphosphate Aldolase of Madurella mycetomatis Using Immunoinformatics Approaches,"Mohammed AA, ALnaby AM, Sabeel SM, AbdElmarouf FM, Dirar AI, Ali MM, Khandgawi MA, Yousif AM, Abdulgadir EM, Sabahalkhair MA, Abbas AE, Hassan MA.",Bioinform Biol Insights. 2018 Nov 12;12:1177932218809703. doi: 10.1177/1177932218809703. eCollection 2018.,Mohammed AA,Bioinform Biol Insights,2018,2018/12/14,PMC6236636,,10.1177/1177932218809703
25734685,BgN-Score and BsN-Score: bagging and boosting based ensemble neural networks scoring functions for accurate binding affinity prediction of protein-ligand complexes,"Ashtawy HM, Mahapatra NR.",BMC Bioinformatics. 2015;16 Suppl 4(Suppl 4):S8. doi: 10.1186/1471-2105-16-S4-S8. Epub 2015 Feb 23.,Ashtawy HM,BMC Bioinformatics,2015,2015/03/04,PMC4347622,,10.1186/1471-2105-16-S4-S8
36618128,Insight into free energy and dynamic cross-correlations of residue for binding affinity of antibody and receptor binding domain SARS-CoV-2,"Chong WL, Saparpakorn P, Sangma C, Lee VS, Hannongbua S.",Heliyon. 2023 Jan;9(1):e12667. doi: 10.1016/j.heliyon.2022.e12667. Epub 2023 Jan 3.,Chong WL,Heliyon,2023,2023/01/09,PMC9809146,,10.1016/j.heliyon.2022.e12667
34216033,"Exploration of potential inhibitors for tuberculosis via structure-based drug design, molecular docking, and molecular dynamics simulation studies","Rajasekhar S, Karuppasamy R, Chanda K.",J Comput Chem. 2021 Sep 15;42(24):1736-1749. doi: 10.1002/jcc.26712. Epub 2021 Jul 2.,Rajasekhar S,J Comput Chem,2021,2021/07/03,,,10.1002/jcc.26712
25670500,AbDesign: An algorithm for combinatorial backbone design guided by natural conformations and sequences,"Lapidoth GD, Baran D, Pszolla GM, Norn C, Alon A, Tyka MD, Fleishman SJ.",Proteins. 2015 Aug;83(8):1385-406. doi: 10.1002/prot.24779. Epub 2015 Jun 6.,Lapidoth GD,Proteins,2015,2015/02/12,PMC4881815,EMS68198,10.1002/prot.24779
30415285,Overview of the SAMPL6 host-guest binding affinity prediction challenge,"Rizzi A, Murkli S, McNeill JN, Yao W, Sullivan M, Gilson MK, Chiu MW, Isaacs L, Gibb BC, Mobley DL, Chodera JD.",J Comput Aided Mol Des. 2018 Oct;32(10):937-963. doi: 10.1007/s10822-018-0170-6. Epub 2018 Nov 10.,Rizzi A,J Comput Aided Mol Des,2018,2018/11/12,PMC6301044,NIHMS1512217,10.1007/s10822-018-0170-6
31380152,DeepBindRG: a deep learning based method for estimating effective protein-ligand affinity,"Zhang H, Liao L, Saravanan KM, Yin P, Wei Y.",PeerJ. 2019 Jul 25;7:e7362. doi: 10.7717/peerj.7362. eCollection 2019.,Zhang H,PeerJ,2019,2019/08/06,PMC6661145,,10.7717/peerj.7362
36170055,Computationally Elucidating the Binding Kinetics for Different AChE Inhibitors to Access the Rationale for Improving the Drug Efficacy,"Bai F, Jiang H.",J Phys Chem B. 2022 Oct 13;126(40):7797-7805. doi: 10.1021/acs.jpcb.2c03632. Epub 2022 Sep 28.,Bai F,J Phys Chem B,2022,2022/09/28,,,10.1021/acs.jpcb.2c03632
29124934,Can Relative Binding Free Energy Predict Selectivity of Reversible Covalent Inhibitors?,"Chatterjee P, Botello-Smith WM, Zhang H, Qian L, Alsamarah A, Kent D, Lacroix JJ, Baudry M, Luo Y.",J Am Chem Soc. 2017 Dec 13;139(49):17945-17952. doi: 10.1021/jacs.7b08938. Epub 2017 Nov 29.,Chatterjee P,J Am Chem Soc,2017,2017/11/11,PMC5729052,NIHMS920702,10.1021/jacs.7b08938
36365208,"Target Prediction of 5,10,15,20-Tetrakis(4'-Sulfonatophenyl)-Porphyrin Using Molecular Docking","Udrea AM, Dinache A, Staicu A, Avram S.",Pharmaceutics. 2022 Nov 5;14(11):2390. doi: 10.3390/pharmaceutics14112390.,Udrea AM,Pharmaceutics,2022,2022/11/11,PMC9692331,,10.3390/pharmaceutics14112390
28096083,LRSSL: predict and interpret drug-disease associations based on data integration using sparse subspace learning,"Liang X, Zhang P, Yan L, Fu Y, Peng F, Qu L, Shao M, Chen Y, Chen Z.",Bioinformatics. 2017 Apr 15;33(8):1187-1196. doi: 10.1093/bioinformatics/btw770.,Liang X,Bioinformatics,2017,2017/01/19,,,10.1093/bioinformatics/btw770
27574780,A Computational Model for Predicting RNase H Domain of Retrovirus,"Wu S, Zhang X, Han J.",PLoS One. 2016 Aug 30;11(8):e0161913. doi: 10.1371/journal.pone.0161913. eCollection 2016.,Wu S,PLoS One,2016,2016/08/31,PMC5019361,,10.1371/journal.pone.0161913
36447514,"A multi-reference poly-conformational method for in silico design, optimization, and repositioning of pharmaceutical compounds illustrated for selected SARS-CoV-2 ligands","Alexandrov V, Kirpich A, Kantidze O, Gankin Y.",PeerJ. 2022 Nov 24;10:e14252. doi: 10.7717/peerj.14252. eCollection 2022.,Alexandrov V,PeerJ,2022,2022/11/30,PMC9701500,,10.7717/peerj.14252
34169324,Machine-learning scoring functions trained on complexes dissimilar to the test set already outperform classical counterparts on a blind benchmark,"Li H, Lu G, Sze KH, Su X, Chan WY, Leung KS.",Brief Bioinform. 2021 Nov 5;22(6):bbab225. doi: 10.1093/bib/bbab225.,Li H,Brief Bioinform,2021,2021/06/25,PMC8575004,,10.1093/bib/bbab225
38057380,The OREGANO knowledge graph for computational drug repurposing,"Boudin M, Diallo G, Drancé M, Mougin F.",Sci Data. 2023 Dec 6;10(1):871. doi: 10.1038/s41597-023-02757-0.,Boudin M,Sci Data,2023,2023/12/06,PMC10700660,,10.1038/s41597-023-02757-0
